original_title,genres,popularity,vote_average,vote_count,runtime,release_year
Elephants Dream,Animation|Science Fiction,0.338476,6.0,14,11,2006
When a Stranger Calls,Horror|Thriller,0.337268,5.4,123,87,2006
Infamous,Drama,0.330582,5.5,24,110,2006
Another Gay Movie,Comedy|Romance,0.325485,5.1,28,92,2006
Skinwalkers,Fantasy|Action|Horror,0.323679,4.6,32,110,2006
Love and Other Disasters,Comedy|Romance,0.445936,5.7,54,91,2006
Dhoom 2,Drama|Action|Thriller|Crime,0.320908,6.5,43,147,2006
Black Christmas,Horror|Thriller,0.312729,5.3,44,84,2006
The Astronaut Farmer,Adventure|Comedy|Drama|Science Fiction,0.312609,6.2,49,104,2006
La Sconosciuta,Drama|Mystery,0.310063,7.5,21,118,2006
Fast Food Nation,Comedy|Drama|Thriller,0.309824,5.7,51,116,2006
Slipp Jimmy Fri,Animation|Comedy|Foreign,0.308248,4.9,11,86,2006
Sweeney Todd,Drama|Horror|Thriller|Music,0.30746,6.4,18,90,2006
Fido,Romance|Comedy|Drama|Horror,0.307279,6.7,61,91,2006
The Abandoned,Horror|Thriller,0.23103,5.2,18,99,2006
ATL,Drama,0.303574,5.3,14,105,2006
Half Nelson,Drama,0.490229,6.2,117,107,2006
Bug,Horror|Thriller,0.300525,5.6,61,102,2006
Hard Luck,Crime|Drama|Thriller,0.298379,5.3,12,101,2006
Lady in the Water,Drama|Thriller|Fantasy|Mystery,0.298124,5.2,187,110,2006
Unaccompanied Minors,Comedy|Family,0.297434,5.3,33,90,2006
Peaceful Warrior,Drama|Romance,0.294825,7.3,35,120,2006
Behind the Mask: The Rise of Leslie Vernon,Comedy|Horror|Thriller,0.293239,6.6,41,92,2006
Loving Annabelle,Drama|Romance,0.292225,6.6,27,76,2006
The Detonator,Action|Thriller,0.288752,4.4,20,91,2006
Material Girls,Comedy|Drama|Romance,0.287483,4.8,83,97,2006
London to Brighton,Action|Crime|Drama|Foreign|Thriller,0.224856,6.0,12,85,2006
Gridiron Gang,Action|Adventure|Crime|Drama,0.282881,6.5,123,125,2006
Art School Confidential,Comedy|Drama,0.28091,6.3,31,102,2006
Black Sheep,Horror|Comedy,0.440741,5.5,88,87,2006
Unrest,Horror,0.276246,5.2,21,88,2006
2:37,Drama,0.27622,7.2,29,91,2006
Wristcutters: A Love Story,Comedy|Drama|Fantasy|Romance,0.275745,6.4,73,88,2006
Irresistible,Drama|Mystery|Thriller,0.462229,5.6,16,103,2006
Driving Lessons,Comedy|Drama|Foreign,0.275554,6.3,22,98,2006
é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,Drama|Crime,0.27504,7.0,16,92,2006
Gone,Crime|Drama|Horror|Mystery|Thriller,0.27403,5.1,14,88,2006
Ask the Dust,Drama|Romance,0.227243,5.2,23,117,2006
Krrish,Action|Science Fiction,0.272059,5.6,27,154,2006
Poultrygeist: Night of the Chicken Dead,Comedy|Horror,0.152191,5.1,13,103,2006
Minotaur,Horror|Adventure|Fantasy,0.171168,3.4,15,93,2006
Facing the Giants,Drama,0.206454,6.8,41,111,2006
La Doublure,Comedy,0.269354,6.1,75,85,2006
The Ex,Comedy|Romance,0.268801,5.0,31,90,2006
Cow Belles,TV Movie|Comedy|Family|Romance,0.267231,5.1,36,90,2006
Bernard and Doris,Comedy|Drama,0.267119,6.2,10,103,2006
See No Evil,Horror|Thriller,0.266131,4.7,67,84,2006
Hogfather,Drama|Fantasy,0.260556,6.9,18,185,2006
Slaughtered Vomit Dolls,Horror,0.265613,3.0,15,71,2006
The Lost Room,Action|Fantasy|Mystery,0.265388,7.2,28,270,2006
Away from Her,Drama|Romance,0.265007,6.6,24,110,2006
Red Road,Drama|Thriller,0.263646,6.1,19,105,2006
The History Boys,Comedy|Drama,0.326984,5.6,27,109,2006
PokÃ©mon Ranger and the Temple of the Sea,Animation|Family|Foreign,0.263242,5.7,10,107,2006
Starter for 10,Drama|Comedy|Romance,0.257326,6.7,60,92,2006
The Secret,Documentary,0.257275,5.4,31,90,2006
The Namesake,Drama,0.254596,7.0,23,122,2006
The Land Before Time XII: The Great Day of the Flyers,Animation|Family|Science Fiction,0.25265,6.5,11,77,2006
An Inconvenient Truth,Documentary,0.251388,6.5,130,100,2006
Let's Go to Prison,Comedy|Crime,0.249949,5.4,36,84,2006
Flight 93,Drama,0.341168,6.2,19,89,2006
Inland Empire,Horror|Drama|Mystery|Thriller,0.247029,6.8,88,172,2006
Wilderness,Horror|Action|Thriller,0.24669,6.1,21,94,2006
Alien Autopsy,Comedy|Science Fiction,0.245865,5.5,23,95,2006
Like Mike 2: Streetball,Comedy|Drama|Family,0.241377,3.8,10,96,2006
Relative Strangers,Comedy,0.238131,5.4,11,84,2006
Tekkon kinkurÃ®to,Action|Adventure|Animation,0.238102,7.5,43,103,2006
Cocaine Cowboys,Action|Documentary,0.237683,7.1,26,118,2006
Return to Halloweentown,Adventure|Comedy|Family|Fantasy|TV Movie,0.235116,5.2,36,88,2006
Barbie in the 12 Dancing Princesses,Animation|Family,0.234789,6.8,60,83,2006
The Net 2.0,Action|Drama|Thriller,0.232213,5.0,12,95,2006
This Is England,Drama|Crime,0.225633,7.1,187,101,2006
Simon Says,Horror|Thriller,0.222458,5.7,12,87,2006
The Alibi,Romance|Comedy|Drama,0.220049,5.3,16,90,2006
The Cutting Edge: Going for the Gold,Comedy|Drama|Romance,0.218722,5.8,12,98,2006
Outsourced,Comedy|Drama|Romance,0.218201,6.1,27,102,2006
The Hamiltons,Drama|Horror|Thriller,0.21735,4.9,31,86,2006
School for Scoundrels,Comedy|Drama|Romance,0.533966,5.5,53,100,2006
A Guide To Recognizing Your Saints,Crime|Drama,0.210808,6.7,55,104,2006
Annapolis,Drama,0.209369,5.8,56,108,2006
Attack Force,Action|Thriller,0.209216,6.3,14,94,2006
IndigÃ¨nes,Drama|History|War,0.20754,6.7,52,128,2006
Blind Dating,Comedy,0.207312,6.3,26,99,2006
Daft Punk's Electroma,Science Fiction,0.239854,6.7,15,74,2006
Jesse Stone: Night Passage,Drama|Thriller|Crime,0.223542,6.3,13,89,2006
EnfermÃ©s dehors,Comedy,0.201755,5.9,20,78,2006
Deliver Us from Evil,Crime|Documentary,0.200935,7.2,26,101,2006
The Woods,Mystery|Horror|Thriller,0.200709,5.3,20,91,2006
Flicka,Drama|Family,0.200545,6.1,37,95,2006
The Dark,Horror|Thriller|Mystery,0.546134,5.2,31,87,2006
Peter & the Wolf,Animation|Family|Music,0.194447,6.7,11,32,2006
Stay Alive,Horror|Thriller,0.189838,5.3,83,100,2006
Les Brigades du Tigre,Action|Adventure|Crime,0.188658,5.8,13,125,2006
The Return,Drama|Thriller,0.188603,5.2,20,85,2006
Wicked Little Things,Drama|Horror,0.187887,4.5,26,94,2006
Ten Canoes,Adventure|Comedy|Drama,0.187319,5.9,12,90,2006
A Prairie Home Companion,Drama|Comedy|Music,0.178655,6.2,38,105,2006
PrÃªte-moi ta main,Comedy|Romance,0.177457,6.6,56,90,2006
Poltergay,Comedy,0.100944,4.2,10,93,2006
The Darwin Awards,Comedy|Romance|Adventure,0.170775,5.0,25,94,2006
Going to Pieces: The Rise and Fall of the Slasher Film,Documentary|Horror,0.169583,6.8,12,88,2006
The Road to Guantanamo,Documentary|Drama,0.066302,6.3,13,95,2006
Glass House: The Good Mother,Drama|Thriller,0.162112,7.7,10,90,2006
X-Men: The Last Stand,Adventure|Action|Science Fiction|Thriller,0.157586,6.2,2381,104,2006
The Hard Corps,Action|Adventure|Romance|Thriller,0.156931,4.7,21,110,2006
Madame Irma,Comedy,0.155312,5.7,17,90,2006
The Dead Girl,Crime|Drama|Mystery|Thriller,0.155301,6.5,21,85,2006
Right at Your Door,Drama|Thriller,0.1546,5.2,22,96,2006
The Prince & Me 2: The Royal Wedding,Family|Comedy|Romance,0.150038,4.8,49,96,2006
Delirious,Comedy|Drama|Romance,0.14645,6.1,10,107,2006
Who Killed the Electric Car?,Documentary,0.145707,6.6,25,92,2006
End Game,Action|Mystery|Thriller,0.47151,4.8,11,93,2006
Obsluhoval jsem anglickÃ©ho krÃ¡le,Comedy|Drama|Foreign,0.154077,6.8,12,120,2006
Peiru Kokun,Animation|Science Fiction,0.139485,6.8,12,23,2006
Planet Earth,Documentary,0.137913,7.6,65,550,2006
The Tripper,Horror,0.136505,4.7,12,93,2006
Akeelah and the Bee,Drama,0.133041,6.6,46,112,2006
Turistas,Horror|Thriller,0.412468,5.2,86,93,2006
Mulberry Street,Horror,0.095413,4.8,17,84,2006
Griffin & Phoenix,Comedy|Drama|Romance,0.130307,6.6,15,102,2006
The Black Hole,Thriller|Science Fiction,0.1294,2.8,11,90,2006
Evil Aliens,Comedy|Horror|Science Fiction,0.23094,5.8,16,93,2006
Factory Girl,Drama,0.118678,6.2,53,90,2006
"Zidane, un portrait du 21e siÃ¨cle",Documentary|Foreign,0.142518,5.5,11,90,2006
Gray Matters,Comedy|Romance,0.11511,5.5,13,96,2006
Superman: Brainiac Attacks,Animation|Action|Family,0.113479,5.4,10,75,2006
Mini's First Time,Comedy|Crime|Drama,0.113193,5.6,12,91,2006
Teen Titans: Trouble in Tokyo,Action|Adventure|Animation|Family|Science Fiction,0.112694,6.9,14,75,2006
Wedding Daze,Comedy|Romance,0.111308,5.6,50,90,2006
The Last Winter,Horror|Thriller,0.108669,5.9,17,101,2006
This Film Is Not Yet Rated,Documentary,0.108272,6.9,46,98,2006
Pink Floyd: Pulse,Music,0.21201,8.7,23,145,2006
Drake And Josh Go Hollywood,TV Movie|Family|Comedy|Adventure|Crime,0.100404,5.7,29,120,2006
Waist Deep,Action|Adventure|Drama|Thriller,0.0979,6.9,21,97,2006
Trailer Park Boys: The Movie,Action|Comedy,0.096955,6.3,17,95,2006
Pledge This!,Comedy,0.095207,2.8,16,91,2006
10.5: Apocalypse,Drama|Thriller,0.0948,4.6,17,169,2006
Jesus Camp,Documentary,0.19269,6.5,61,87,2006
Hoot,Drama|Family,0.08987,5.4,31,91,2006
The Cheetah Girls 2,Comedy|Drama|Family|Music|TV Movie,0.092151,5.1,43,96,2006
Jesse Stone: Death in Paradise,Drama|Thriller|Crime|Mystery,0.086284,6.5,20,87,2006
Old Joy,Drama,0.084514,6.4,16,73,2006
First Snow,Drama|Thriller,0.08424,6.6,15,101,2006
Bella,Drama|Romance,0.155835,6.8,22,91,2006
The Bridge,Documentary,0.080478,6.9,33,93,2006
For Your Consideration,Comedy|Drama,0.078983,5.4,18,86,2006
Changement d'adresse,Comedy|Romance,0.05682,6.0,11,85,2006
Beer League,Comedy,0.077689,4.9,12,86,2006
L'Ivresse du pouvoir,Drama,0.009332,5.8,11,110,2006
Venus,Drama|Comedy|Romance,0.076562,6.0,16,95,2006
Kiwi!,Animation|Action,0.076078,6.7,15,3,2006
Feng kuang de shi tou,Action|Comedy,0.075688,6.6,14,98,2006
Thr3e,Drama|Horror|Thriller,0.105452,5.4,10,101,2006
Offside,Drama|Comedy|Foreign,0.072625,6.5,12,93,2006
Jean-Philippe,Comedy,0.071872,5.6,26,0,2006
Imprint,Horror,0.048669,7.1,14,63,2006
Dane Cook: Vicious Circle,Comedy,0.067896,7.1,11,132,2006
Doogal,Family,0.062503,3.6,14,85,2006
Read It and Weep,Comedy|Drama|Family|TV Movie,0.286076,4.9,22,90,2006
Five Fingers,Drama|Action|Thriller,0.057948,6.1,18,87,2006
Root of All Evil?,Documentary,0.055722,7.5,13,93,2006
Jane Eyre,Drama,0.065206,4.8,14,202,2006
Lage Raho Munna Bhai,Comedy|Drama|Romance,0.029925,8.1,21,144,2006
Karla,Crime|Drama|Thriller,0.049226,4.3,13,99,2006
Strangers with Candy,Comedy,0.047715,5.7,11,97,2006
The Foot Fist Way,Comedy,0.139931,5.3,19,85,2006
Population 436,Drama|Horror|Mystery|Thriller,0.043165,5.2,24,88,2006
Dark Ride,Horror|Thriller,0.041671,3.6,13,94,2006
Special,Drama|Fantasy|Science Fiction,0.040915,6.5,13,81,2006
Penny Dreadful,Horror|Thriller,0.038328,4.8,14,92,2006
Bring It On: All or Nothing,Comedy,0.017824,5.7,84,99,2006
Idlewild,Action|Crime|Drama|Music|Thriller,0.03626,5.5,11,121,2006
Comme t'y es belle,Comedy,0.032666,5.7,31,85,2006
The Protector,Drama|Action|Foreign,0.073737,7.0,29,14,2006
Quand j'Ã©tais chanteur,Drama|Romance,0.024471,5.8,12,112,2006
Desperation,Drama|Fantasy|Horror|Thriller|Mystery,0.021863,5.2,25,131,2006
The Zodiac,Crime|Drama|Thriller,0.017169,5.6,20,158,2006
Deutschland. Ein SommermÃ¤rchen,Documentary,0.013578,7.3,10,107,2006
Hell,Drama,0.012132,6.3,13,100,2006
How to Eat Fried Worms,Comedy|Drama|Family,0.153217,5.7,11,98,2006
ì§íŒ¨,Action|Thriller,0.005412,6.9,20,92,2006
Khosla Ka Ghosla!,Comedy,0.001115,6.8,10,135,2006
Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|Family,5.827781,7.4,3550,141,2004
Kill Bill: Vol. 2,Action|Crime|Thriller,4.535598,7.5,2346,136,2004
Bridget Jones: The Edge of Reason,Comedy|Romance,3.990488,6.0,431,108,2004
Eternal Sunshine of the Spotless Mind,Science Fiction|Drama|Romance,3.863377,7.8,2012,108,2004
The Notebook,Romance|Drama,3.425628,7.5,1929,123,2004
The Incredibles,Action|Adventure|Animation|Family|Science Fiction,3.339406,7.2,3064,115,2004
The Bourne Supremacy,Action|Drama|Thriller,3.196643,7.1,1966,108,2004
Troy,War|Adventure|Drama,3.177517,6.8,1598,163,2004
National Treasure,Adventure|Action|Thriller|Mystery,2.906282,6.4,1179,131,2004
"I, Robot",Action|Science Fiction,2.791375,6.6,2339,115,2004
50 First Dates,Comedy|Romance,2.668692,6.5,1235,99,2004
Mean Girls,Comedy,2.629934,6.8,1357,97,2004
Van Helsing,Horror|Adventure|Action,2.499507,5.9,918,132,2004
Hellboy,Fantasy|Action|Science Fiction,2.361367,6.4,1314,122,2004
The Polar Express,Animation|Adventure|Family|Fantasy,2.241935,6.4,867,100,2004
Shrek 2,Adventure|Animation|Comedy|Family|Fantasy,2.191033,6.5,1676,93,2004
The Butterfly Effect,Science Fiction|Thriller,2.186534,7.1,1126,113,2004
Resident Evil: Apocalypse,Horror|Action|Science Fiction,2.17643,6.1,756,94,2004
Ocean's Twelve,Thriller|Crime,2.175284,6.4,1376,125,2004
Meet the Fockers,Comedy|Romance,2.041955,6.1,782,115,2004
The Day After Tomorrow,Action|Adventure|Science Fiction|Thriller,2.022895,6.1,1422,124,2004
The Aviator,Drama,1.911206,6.7,834,170,2004
Collateral,Drama|Crime|Thriller,1.83193,6.7,810,120,2004
Shaun of the Dead,Horror|Comedy,1.823597,7.4,1413,99,2004
Blade: Trinity,Science Fiction|Action|Horror|Thriller|Adventure,1.792138,5.7,800,123,2004
Starship Troopers 2: Hero of the Federation,Adventure|Horror|Action|Science Fiction,1.702547,3.9,100,88,2004
The Terminal,Comedy|Drama,1.682492,7.0,1131,128,2004
Lemony Snicket's A Series of Unfortunate Events,Adventure|Fantasy|Comedy|Family,1.665648,6.5,747,108,2004
Million Dollar Baby,Drama,1.648554,7.6,1355,132,2004
Garfield,Animation|Comedy|Family,1.648211,5.2,435,80,2004
The Lion King 1Â½,Animation|Comedy|Family,1.617857,6.2,374,77,2004
Shark Tale,Animation|Action|Comedy|Family,1.615629,5.8,852,90,2004
Sky Captain and the World of Tomorrow,Mystery|Action|Thriller|Science Fiction|Adventure,1.590381,5.7,249,107,2004
Mulan II,Animation|Comedy|Family|Action,1.557067,5.9,253,79,2004
The SpongeBob SquarePants Movie,Animation|Comedy|Family,1.556897,6.6,348,87,2004
Species III,Science Fiction|Action|Horror,1.553429,4.7,41,111,2004
Crash,Drama,1.539729,7.1,675,112,2004
Anchorman: The Legend of Ron Burgundy,Comedy,1.527154,6.7,1002,94,2004
13 Going On 30,Comedy|Fantasy|Romance,1.497252,6.1,662,98,2004
Ella Enchanted,Fantasy|Comedy|Family|Romance,1.473411,5.7,238,96,2004
The Girl Next Door,Comedy,1.441361,6.2,484,108,2004
Scooby-Doo 2: Monsters Unleashed,Mystery|Fantasy|Adventure|Comedy,1.433373,5.2,263,93,2004
Finding Neverland,Drama,1.428313,7.1,695,106,2004
A Cinderella Story,Comedy,1.408588,5.9,379,95,2004
AVP: Alien vs. Predator,Adventure|Science Fiction|Action,1.348704,5.5,696,101,2004
DodgeBall: A True Underdog Story,Comedy,1.338131,6.2,551,92,2004
Banlieue 13,Action|Thriller|Science Fiction,1.327137,6.5,351,84,2004
Alexander,War|History|Action|Adventure|Drama,1.319068,5.6,519,175,2004
Harold & Kumar Go to White Castle,Comedy|Adventure,1.318761,6.4,414,88,2004
Saw,Horror|Mystery|Crime,1.309753,7.1,1135,103,2004
Spider-Man 2,Action|Adventure|Fantasy,1.304553,6.4,2735,127,2004
EuroTrip,Comedy,1.279087,6.4,376,93,2004
Man on Fire,Action|Drama|Thriller|Crime,1.277711,7.3,1002,146,2004
Along Came Polly,Comedy|Romance,1.23067,5.7,440,90,2004
Closer,Drama|Romance,1.208837,6.6,427,104,2004
The Punisher,Action|Crime|Drama,1.131654,6.0,402,124,2004
Catwoman,Action|Crime,1.129322,4.3,415,104,2004
Christmas with the Kranks,Comedy|Family,1.12564,5.3,99,99,2004
9 Songs,Drama|Music|Romance,1.1173,5.2,53,66,2004
Dawn of the Dead,Fantasy|Horror|Action,1.107167,6.7,546,101,2004
Barbie as The Princess & the Pauper,Animation|Family|Comedy,1.075536,6.8,83,85,2004
King Arthur,Adventure|War|History,1.06218,6.1,449,126,2004
The Chronicles of Riddick,Adventure|Action|Thriller|Science Fiction,1.052176,6.2,1118,119,2004
Spanglish,Comedy,1.042281,5.6,215,130,2004
Secret Window,Thriller|Mystery,1.03943,6.3,513,96,2004
Layer Cake,Drama|Thriller|Crime,1.035728,7.0,308,105,2004
After the Sunset,Action|Comedy|Crime|Drama,0.986444,6.0,139,97,2004
Thunderbirds,Action|Adventure|Comedy|Family|Fantasy,0.976399,4.4,50,95,2004
The Princess Diaries 2: Royal Engagement,Comedy|Drama|Family|Romance,0.961847,5.9,386,113,2004
The Alamo,Western|History|War,0.94856,5.9,60,137,2004
Before Sunset,Drama|Romance,0.939705,7.5,418,80,2004
The Grudge,Horror|Thriller|Mystery,0.935831,5.8,462,92,2004
Cellular,Action|Adventure|Crime|Thriller,0.935483,6.0,322,94,2004
The Manchurian Candidate,Drama|Thriller|Mystery,0.927088,6.1,181,129,2004
The Machinist,Thriller|Drama,0.925121,7.2,621,101,2004
Seed of Chucky,Comedy|Drama|Horror,0.924363,4.9,140,87,2004
Taxi,Thriller|Action|Comedy|Crime,0.922087,5.0,135,97,2004
Alfie,Comedy,0.898601,5.4,140,103,2004
Sniper 3,Drama|Action|Thriller,0.893922,5.3,15,97,2004
Shall We Dance?,Drama|Romance|Comedy,0.87766,5.8,172,107,2004
Jersey Girl,Comedy|Romance,0.874938,5.7,176,102,2004
The Stepford Wives,Action|Comedy|Science Fiction,0.8676,5.4,183,93,2004
Primer,Science Fiction|Drama|Thriller,0.856329,6.9,341,79,2004
ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Animation|Action|Science Fiction,0.845493,6.7,77,101,2004
Home on the Range,Western|Animation|Family|Comedy|Music,0.837906,5.8,210,76,2004
Hidalgo,Western|Adventure,0.815044,6.3,177,136,2004
I Heart Huckabees,Comedy|Romance,0.809063,6.3,125,106,2004
Fahrenheit 9/11,Documentary,0.80542,6.6,198,122,2004
Win a Date with Tad Hamilton!,Comedy|Romance,0.804481,5.3,78,95,2004
White Chicks,Comedy,0.802577,6.4,370,109,2004
Hotel Rwanda,Drama|History|War,0.787185,7.2,456,121,2004
Wild Things 2,Crime|Drama|Mystery,0.781151,5.4,24,95,2004
Walking Tall,Adventure|Drama|Action|Thriller,0.779837,6.0,236,86,2004
Twisted,Action|Adventure|Crime|Drama|Thriller,0.76787,5.7,67,97,2004
"Mickey, Donald, Goofy: The Three Musketeers",Adventure|Animation|Comedy|Family,0.763058,6.3,98,68,2004
Open Water,Drama|Thriller,0.762134,5.3,171,79,2004
Un long dimanche de fianÃ§ailles,War|Drama|Mystery|Romance,0.756105,6.9,195,133,2004
Team America: World Police,Music|Adventure|Animation|Action|Comedy,0.73712,6.5,391,98,2004
Tremors 4: The Legend Begins,Action|Comedy|Horror|Western,0.730097,5.5,44,101,2004
Mickey's Twice Upon a Christmas,Animation|Family,0.722796,7.2,36,68,2004
New York Minute,Comedy,0.71676,5.4,97,91,2004
Immortel (ad vitam),Drama|Action|Science Fiction,0.715262,6.1,70,103,2004
(T)Raumschiff Surprise - Periode 1,Comedy|Science Fiction,0.712887,6.3,80,87,2004
Sideways,Comedy|Drama|Romance,0.702632,6.6,238,126,2004
Without a Paddle,Action|Adventure|Comedy|Thriller,0.696312,5.2,109,95,2004
Saved!,Comedy|Drama|Family,0.681008,6.0,71,92,2004
Starsky & Hutch,Comedy|Crime,0.679997,5.5,368,101,2004
Five Children and It,Adventure|Fantasy|Drama|Science Fiction|Family,0.679386,5.4,35,88,2004
Confessions of a Teenage Drama Queen,Music|Comedy|Family|Romance,0.678708,5.1,134,89,2004
The Village,Drama|Mystery|Thriller,0.677316,6.0,514,108,2004
The Whole Ten Yards,Comedy|Thriller|Crime,0.674089,5.5,161,98,2004
The Passion of the Christ,Drama,0.672946,6.8,457,127,2004
Anacondas: The Hunt for the Blood Orchid,Adventure|Action|Horror|Science Fiction|Thriller,0.652366,5.0,109,97,2004
Ray,Drama,0.648721,7.0,246,152,2004
Dirty Dancing: Havana Nights,Drama|Romance,0.640232,5.8,76,86,2004
Anatomie de l'enfer,Drama,0.63799,4.8,16,88,2004
Bride & Prejudice,Drama|Comedy|Music|Romance,0.626685,6.8,64,111,2004
Birth,Drama|Mystery|Thriller,0.622281,5.8,84,100,2004
Wimbledon,Comedy|Romance,0.614248,5.7,168,98,2004
Taking Lives,Action|Drama|Mystery|Thriller,0.61184,6.0,181,103,2004
The Perfect Score,Comedy|Crime,0.610925,5.5,78,93,2004
Salem's Lot,Horror|Drama|Mystery|Thriller,0.605833,5.0,21,181,2004
The Phantom of the Opera,Thriller|Drama|Romance,0.589983,6.8,280,143,2004
Cube Zero,Mystery|Science Fiction|Thriller,0.588087,5.6,121,97,2004
Garden State,Comedy|Drama|Romance,0.586936,7.1,342,102,2004
Napoleon Dynamite,Comedy,0.577759,6.6,290,95,2004
First Daughter,Comedy|Drama|Family|Romance,0.575292,5.2,89,105,2004
Exorcist: The Beginning,Horror|Mystery|Thriller,0.572019,4.6,79,114,2004
Sleepover,Comedy|Family,0.558402,5.4,70,89,2004
Wicker Park,Drama|Mystery|Romance|Thriller,0.545686,6.6,83,114,2004
ArsÃ¨ne Lupin,Romance|Action|Adventure|Crime|Mystery,0.532612,4.8,61,131,2004
The Life Aquatic with Steve Zissou,Adventure|Comedy|Drama,0.530799,7.0,433,119,2004
Around the World in 80 Days,Action|Adventure|Comedy,0.521121,5.6,380,120,2004
Barbershop 2:  Back in Business,Comedy|Drama,0.520891,5.7,35,106,2004
Blueberry,Western,0.518765,4.8,28,124,2004
The Prince & Me,Comedy|Romance,0.509946,5.8,163,111,2004
Les Dalton,Comedy|Western,0.508061,4.0,39,86,2004
King Solomon's Mines,Action|Adventure,0.506575,5.0,12,173,2004
Highwaymen,Action|Crime|Thriller,0.504607,5.6,22,80,2004
Van Helsing: The London Assignment,Action|Animation|Fantasy|Horror,0.504166,5.9,38,30,2004
The Forgotten,Crime|Drama|Horror|Mystery|Science Fiction,0.49851,5.4,180,91,2004
Surviving Christmas,Comedy|Romance,0.494197,5.0,48,91,2004
The Libertine,Drama|Romance,0.482163,5.7,59,114,2004
If Only,Fantasy|Drama|Romance,0.478125,6.3,81,92,2004
Head in the Clouds,Drama|Romance|War,0.47802,5.9,20,121,2004
In Good Company,Comedy|Drama|Romance,0.475589,5.8,112,109,2004
Ladies in Lavender,Drama|Romance,0.466384,6.4,14,104,2004
Vera Drake,Crime|Drama,0.459724,6.1,28,125,2004
In Enemy Hands,Action|Drama|War|Thriller,0.457793,5.9,14,94,2004
The Librarian: Quest for the Spear,Thriller|Adventure|Action|Comedy|Drama,0.455625,5.9,84,106,2004
Wake of Death,Action|Adventure|Thriller,0.450655,4.5,21,91,2004
Autobahnraser,Action,0.450274,4.9,10,87,2004
Flight of the Phoenix,Action|Adventure|Drama|Thriller,0.439848,5.4,149,113,2004
Beyond the Sea,Drama|Music,0.43894,6.2,29,118,2004
Godsend,Drama|Horror|Science Fiction|Thriller,0.433748,4.7,60,102,2004
Noel,Drama|Romance,0.430458,5.5,27,96,2004
It's All Gone Pete Tong,Drama|Comedy|Music,0.429419,6.8,19,90,2004
Friday Night Lights,Drama,0.429157,7.2,87,118,2004
The Ladykillers,Comedy|Crime|Thriller,0.428843,5.8,203,104,2004
Melinda and Melinda,Comedy|Drama|Romance,0.425665,5.8,49,100,2004
Raising Helen,Drama|Comedy|Romance,0.424376,5.9,111,119,2004
The Merchant of Venice,Drama|Romance,0.424196,6.3,72,138,2004
A Good Woman,Comedy|Drama|Romance,0.424036,5.9,23,94,2004
She Hate Me,Comedy|Drama,0.422767,5.2,13,138,2004
Paparazzi,Action|Drama|Thriller,0.41942,5.9,28,84,2004
Hawking,TV Movie|Drama,0.40923,6.5,21,90,2004
Laws of Attraction,Action|Comedy|Romance|Thriller,0.408507,5.6,62,90,2004
Raise Your Voice,Music|Drama|Romance,0.405459,5.9,110,103,2004
Ring of the Nibelungs,Action,0.3994,6.2,24,184,2004
L'enquÃªte corse,Comedy,0.383764,5.8,45,92,2004
Vanity Fair,Drama|Romance,0.383044,5.5,36,141,2004
Balto III: Wings of Change,Family|Adventure|Animation,0.382469,7.1,35,76,2004
Kinsey,Drama,0.373497,6.3,57,118,2004
Deux frÃ¨res,Adventure|Drama|Family,0.372046,6.8,106,109,2004
The Assassination of Richard Nixon,Drama|History|Thriller,0.368883,6.1,42,95,2004
Scooby-Doo! and the Loch Ness Monster,Animation|Family|Comedy,0.368223,6.3,14,74,2004
Cruel Intentions 3,Drama|Thriller|Romance,0.376049,4.3,29,85,2004
In My Father's Den,Drama|Thriller,0.354348,7.1,12,126,2004
The Clearing,Drama|Mystery|Thriller,0.348086,5.6,25,95,2004
Metallica: Some Kind of Monster,Documentary|Music,0.347738,6.6,27,141,2004
Torque,Action,0.344278,4.8,69,84,2004
Miracle,Drama|History,0.751446,6.8,81,135,2004
The Calcium Kid,Comedy,0.334136,5.5,10,89,2004
Mindhunters,Mystery|Thriller|Crime,0.333555,6.3,173,106,2004
Control,Action|Thriller,0.475295,6.1,14,98,2004
Mysterious Skin,Drama,0.331378,7.1,109,105,2004
Pride,Drama|Comedy|Family|Foreign,0.330913,6.4,11,90,2004
The Life and Death of Peter Sellers,Drama|Comedy|Romance,0.33003,6.7,11,122,2004
Jack-Jack Attack,Adventure|Animation|Family,0.329563,7.3,122,5,2004
Iron Jawed Angels,Drama,0.329511,6.3,12,125,2004
Soul Plane,Comedy,0.322152,4.8,66,86,2004
Le conseguenze dell'amore,Drama,0.316254,7.3,45,100,2004
Madhouse,Horror|Thriller,0.315115,5.8,23,91,2004
Club Dread,Comedy|Horror,0.313479,5.1,48,104,2004
Haven,Drama|Crime,0.311914,4.5,18,115,2004
Winnie the Pooh: Springtime with Roo,Animation|Family,0.310343,6.1,10,65,2004
Chasing Liberty,Comedy|Romance,0.420568,6.2,86,111,2004
Suspect Zero,Crime|Thriller,0.308525,5.1,42,99,2004
Eros,Drama|Romance,0.304514,4.3,10,104,2004
The Big Bounce,Comedy|Crime,0.302104,4.9,40,88,2004
Dear Frankie,Drama|Family,0.24591,6.0,17,105,2004
